asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
39660,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
43782,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
44775,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
47241,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
47313,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
49301,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
50714,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
51003,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
51543,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
51813,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
56830,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
61245,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
196797,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
197333,RU-TTK,ORG-CJSC19-RIPE,Joint Stock Company TransTeleCom,RU,Russian Federation,RIPE,commsupdate,"Russian fixed line operator TransTeleCom (TTK), which is owned by the state’s Russian Railways division",English,https://www.commsupdate.com/articles/2014/06/30/ttk-owners-to-discuss-expansion-plans-mobile-operators-could-be-on-shopping-list/,,"W, O",,,
6682,RU-ROSTELECOM,ORG-GC21-RIPE,GNC-Alfa CJSC,RU,Russian Federation,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454316/,,"G, E, W, O",ORG-JR8-RIPE,AM,Armenia
49800,RU-ROSTELECOM,ORG-GC21-RIPE,GNC-Alfa CJSC,RU,Russian Federation,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454316/,,"G, E, W, O",ORG-JR8-RIPE,AM,Armenia
196709,RU-ROSTELECOM,ORG-GC21-RIPE,GNC-Alfa CJSC,RU,Russian Federation,RIPE,Company's website,Wholly-owned Rostelecom subsidiary: 100%,English,https://www.company.rt.ru/en/about/subsidiary/454316/,,"G, E, W, O",ORG-JR8-RIPE,AM,Armenia
2878,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
3239,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
5573,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
5591,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
6828,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
6863,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8249,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8382,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8443,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8557,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8570,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8594,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8675,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8828,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
8997,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12332,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12380,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12389,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12683,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12705,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12730,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
12846,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
13056,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
13118,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
15468,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
15500,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
15759,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
15934,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
16054,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
16287,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
16301,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
20519,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
21017,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
21289,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
21378,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
21479,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
21487,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24612,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24665,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24699,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24783,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24789,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24810,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
24873,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25008,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25405,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25436,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25490,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25510,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
25515,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
28719,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
28802,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
28860,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
29069,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
29456,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
30749,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
30974,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
31094,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
31185,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
31353,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
31496,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
33887,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
33934,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34137,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34168,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34205,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34267,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34297,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34449,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34584,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34875,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
34974,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
35078,RU-ROSTELECOM,ORG-JR8-RIPE,PJSC Rostelecom,RU,Russian Federation,RIPE,Company's website,Russian Federation represented by Federal Agency for State Property Management (48.71%) State Development Corporation VEB.RF (4.29%),English,https://www.company.rt.ru/en/ir/stock_and_bonds/ownership/,,"G, E, W, O",,,
